City,County,Credit Score,State
Denair,,686.0,California
Avalon,,685.0,California
Tracy,,685.0,California
Ione,,685.0,California
Paradise,,685.0,California
Elverta,,685.0,California
Diamond Springs,,685.0,California
Artesia,,685.0,California
Corona,,685.0,California
Upland,,685.0,California
Beaumont,,684.0,California
Escondido,,684.0,California
Galt,,684.0,California
Copperopolis,,684.0,California
Twin Peaks,,684.0,California
Oceanside,,684.0,California
Antelope,,684.0,California
Orland,,684.0,California
La Habra,,683.0,California
Grover Beach,,683.0,California
American Canyon,,683.0,California
Walnut Grove,,683.0,California
Arbuckle,,683.0,California
Buena Park,,683.0,California
Oakland,,683.0,California
Pine Mountain Club,,683.0,California
Murrieta,,683.0,California
Hilmar,,683.0,California
Eureka,,683.0,California
Newhall,,683.0,California
Fortuna,,683.0,California
Winnetka,,683.0,California
San Pedro,,682.0,California
Lodi,,682.0,California
Pauma Valley,,682.0,California
Yucaipa,,682.0,California
West Covina,,682.0,California
Norco,,682.0,California
Yuba City,,682.0,California
Ridgecrest,,681.0,California
Esparto,,681.0,California
Harbor City,,681.0,California
Signal Hill,,681.0,California
Laytonville,,680.0,California
Canyon Country,,680.0,California
Arcata,,680.0,California
Vista,,680.0,California
Calimesa,,680.0,California
Frazier Park,,680.0,California
San Miguel,,680.0,California
Williams,,680.0,California
Tuolumne,,680.0,California
Hollister,,679.0,California
Chino,,679.0,California
Palm Springs,,679.0,California
Cottonwood,,679.0,California
Kelseyville,,679.0,California
Middletown,,679.0,California
Sutter,,679.0,California
South Lake Tahoe,,679.0,California
Aguanga,,679.0,California
Knights Landing,,679.0,California
Hayward,,679.0,California
Travis Afb,,679.0,California
Lone Pine,,679.0,California
Chula Vista,,678.0,California
Menifee,,678.0,California
Inyokern,,678.0,California
Hamilton City,,678.0,California
Covina,,678.0,California
Fairfield,,678.0,California
El Cajon,,678.0,California
Willits,,678.0,California
Lakeport,,678.0,California
Quail Valley,,678.0,California
Thousand Palms,,678.0,California
Ukiah,,678.0,California
Big Bear Lake,,677.0,California
Lakeside,,677.0,California
Willows,,677.0,California
Weaverville,,677.0,California
Pearblossom,,677.0,California
Canoga Park,,677.0,California
Manteca,,677.0,California
Exeter,,677.0,California
Banning,,677.0,California
Winchester,,677.0,California
Turlock,,677.0,California
Kingsburg,,677.0,California
Red Bluff,,676.0,California
Gardena,,676.0,California
Live Oak,,676.0,California
Yreka,,676.0,California
Alturas,,676.0,California
Coulterville,,676.0,California
Watsonville,,676.0,California
Running Springs,,676.0,California
Squaw Valley,,676.0,California
Oakley,,676.0,California
Colusa,,676.0,California
Marina,,676.0,California
Santa Fe Springs,,676.0,California
Magalia,,676.0,California
Gridley,,676.0,California
San Andreas,,676.0,California
Reseda,,676.0,California
Midway City,,676.0,California
Helendale,,676.0,California
Riverbank,,676.0,California
Crescent City,,675.0,California
Bethel Island,,675.0,California
Stanton,,675.0,California
Wheatland,,675.0,California
Livingston,,675.0,California
Whittier,,675.0,California
Burney,,675.0,California
Santa Maria,,675.0,California
Salida,,675.0,California
Jamestown,,675.0,California
Le Grand,,675.0,California
Wofford Heights,,675.0,California
Mission Hills,,674.0,California
Big Bear City,,674.0,California
Rodeo,,674.0,California
Grand Terrace,,674.0,California
Biggs,,674.0,California
Lower Lake,,674.0,California
West Point,,674.0,California
Susanville,,674.0,California
Anderson,,674.0,California
Atwater,,673.0,California
Lompoc,,673.0,California
Freedom,,673.0,California
North Hollywood,,673.0,California
Van Nuys,,673.0,California
Carson,,673.0,California
Citrus Heights,,673.0,California
Wildomar,,673.0,California
Los Molinos,,673.0,California
Fillmore,,672.0,California
Crestline,,672.0,California
North Hills,,672.0,California
Sun Valley,,672.0,California
Sun City,,672.0,California
Mentone,,672.0,California
Sylmar,,671.0,California
Pico Rivera,,671.0,California
Terra Bella,,671.0,California
Clearlake Oaks,,671.0,California
Downey,,671.0,California
Seaside,,671.0,California
Suisun City,,671.0,California
Norwalk,,671.0,California
Imperial,,671.0,California
Highland,,670.0,California
Rio Linda,,670.0,California
Lawndale,,670.0,California
Pinon Hills,,670.0,California
Upper Lake,,670.0,California
Santa Ana,,670.0,California
Gustine,,670.0,California
Covelo,,670.0,California
Holtville,,669.0,California
Lemon Grove,,669.0,California
Hayfork,,669.0,California
Anza,,669.0,California
Oceano,,669.0,California
Tulelake,,669.0,California
Pacoima,,669.0,California
Gonzales,,669.0,California
Dunsmuir,,669.0,California
Gerber,,668.0,California
Baldwin Park,,668.0,California
Corning,,668.0,California
Mira Loma,,668.0,California
Port Hueneme,,668.0,California
Fowler,,667.0,California
Visalia,,667.0,California
Santa Paula,,667.0,California
Portola,,667.0,California
Laton,,667.0,California
El Monte,,667.0,California
Waterford,,667.0,California
Spring Valley,,667.0,California
Lake Isabella,,667.0,California
Reedley,,667.0,California
La Puente,,666.0,California
Castroville,,666.0,California
Nuevo,,666.0,California
South El Monte,,666.0,California
Camp Pendleton,,665.0,California
Montebello,,665.0,California
Azusa,,665.0,California
Lathrop,,665.0,California
Salinas,,665.0,California
Newberry Springs,,665.0,California
Rio Dell,,665.0,California
South Gate,,664.0,California
San Quentin,,664.0,California
Cathedral City,,664.0,California
Morongo Valley,,664.0,California
Calexico,,663.0,California
Firebaugh,,663.0,California
Yucca Valley,,663.0,California
Shasta Lake,,663.0,California
Joshua Tree,,663.0,California
San Fernando,,663.0,California
Indio,,663.0,California
Newman,,663.0,California
Panorama City,,662.0,California
Dos Palos,,662.0,California
Apple Valley,,662.0,California
Heber,,662.0,California
Delhi,,662.0,California
Oxnard,,661.0,California
King City,,661.0,California
Oroville,,661.0,California
Modesto,,661.0,California
Ceres,,661.0,California
Strathmore,,661.0,California
French Camp,,661.0,California
Niland,,661.0,California
Patterson,,660.0,California
Winton,,660.0,California
Sanger,,660.0,California
Rosamond,,660.0,California
Hawthorne,,660.0,California
Homeland,,660.0,California
Madera,,660.0,California
Lemoore,,660.0,California
Guadalupe,,659.0,California
Montclair,,659.0,California
Kerman,,659.0,California
San Ysidro,,658.0,California
Kings Beach,,658.0,California
Soledad,,658.0,California
El Centro,,658.0,California
Tipton,,658.0,California
Pomona,,658.0,California
Los Banos,,657.0,California
Planada,,657.0,California
Bellflower,,657.0,California
Huntington Park,,657.0,California
Hanford,,657.0,California
Chowchilla,,657.0,California
Phelan,,657.0,California
Campo,,657.0,California
Pittsburg,,656.0,California
Ontario,,656.0,California
Maywood,,656.0,California
Riverdale,,656.0,California
Landers,,656.0,California
San Pablo,,656.0,California
Sugarloaf,,656.0,California
Littlerock,,655.0,California
Caruthers,,655.0,California
Greenfield,,655.0,California
Doyle,,655.0,California
Woodlake,,655.0,California
Hemet,,655.0,California
Vallejo,,655.0,California
Lindsay,,655.0,California
Hawaiian Gardens,,654.0,California
Imperial Beach,,654.0,California
Coalinga,,654.0,California
Brawley,,654.0,California
Twentynine Palms,,653.0,California
Merced,,653.0,California
Lake Elsinore,,653.0,California
Calipatria,,653.0,California
Fort Irwin,,653.0,California
Mecca,,652.0,California
Nice,,651.0,California
Westmorland,,651.0,California
Lucerne,,651.0,California
Buttonwillow,,651.0,California
Ivanhoe,,650.0,California
Armona,,650.0,California
Richgrove,,649.0,California
Bodfish,,649.0,California
Lucerne Valley,,648.0,California
Keyes,,646.0,California
Del Rey,,643.0,California
Richmond,,643.0,California
San Joaquin,,641.0,California
Fresno,,640.0,California
Needles,,640.0,California
Orosi,,639.0,California
Maricopa,,638.0,California
Lost Hills,,637.0,California
Farmersville,,637.0,California
Mc Farland,,636.0,California
Moreno Valley,,635.0,California
Earlimart,,635.0,California
Desert Hot Springs,,634.0,California
Boron,,630.0,California
Taft,,629.0,California
Pixley,,626.0,California
Clearlake,,625.0,California
Cutler,,622.0,California
Lamont,,617.0,California
Avenal,,615.0,California
California City,,615.0,California
Mendota,,612.0,California
Parlier,,605.0,California
Winterhaven,,605.0,California
Orange Cove,,604.0,California
Cabazon,,603.0,California
Mojave,,601.0,California
Huron,,596.0,California
Hoopa,,593.0,California
Incline Village,Washoe,734.8144956,Nevada
Minden,Douglas,734.0,Nevada
Washoe Valley,Washoe,723.0,Nevada
Logandale,Clark,711.0,Nevada
Panaca,Lincoln,711.0,Nevada
Mesquite,Clark,710.0,Nevada
Zephyr Cove,Douglas,709.0,Nevada
Wellington,Lyon,707.0,Nevada
Pioche,Lincoln,707.0,Nevada
Gardnerville,Douglas,700.0,Nevada
Boulder City,Clark,700.0,Nevada
Alamo,Lincoln,699.0,Nevada
Stateline,Douglas,693.0,Nevada
Eureka,Eureka,690.0,Nevada
Overton,Clark,688.0,Nevada
Henderson,Clark,686.9322427999999,Nevada
Spring Creek,Elko,683.0,Nevada
Round Mountain,Nye,680.0,Nevada
Bunkerville,Clark,678.0,Nevada
Caliente,Lincoln,677.0,Nevada
Pahrump,Nye,676.7537797,Nevada
Wells,Elko,676.0,Nevada
Dayton,Lyon,675.0,Nevada
Yerington,Lyon,675.0,Nevada
Sparks,Washoe,673.424558,Nevada
Amargosa Valley,Nye,673.0,Nevada
Carson City,Carson City,672.2829282,Nevada
Fallon,Churchill,672.0,Nevada
Ely,White Pine,671.0,Nevada
Hawthorne,Mineral,671.0,Nevada
Mc Gill,White Pine,669.0,Nevada
Tonopah,Nye,667.0,Nevada
Reno,Washoe,666.1113694000001,Nevada
Winnemucca,Humboldt,666.0211107000001,Nevada
Elko,Elko,666.0,Nevada
Laughlin,Clark,664.0,Nevada
Battle Mountain,Lander,664.0,Nevada
Lovelock,Pershing,664.0,Nevada
Moapa,Clark,663.0,Nevada
Jackpot,Elko,661.0,Nevada
West Wendover,Elko,659.0,Nevada
Fernley,Lyon,658.0,Nevada
Carlin,Eureka,656.0,Nevada
Jean,Clark,655.0,Nevada
Las Vegas,Clark,647.1703512,Nevada
Silver Springs,Lyon,644.0,Nevada
North Las Vegas,Clark,629.1044386,Nevada
Sun Valley,Washoe,619.0,Nevada
Owyhee,Elko,609.0,Nevada
Wadsworth,Washoe,580.0,Nevada
Powell Butte,Crook County,753.0,Oregon
Lake Oswego,Clackamas County,752.0,Oregon
Cove,Union County,747.0,Oregon
West Linn,Clackamas County,746.0,Oregon
Sisters,Deschutes County,741.0,Oregon
Warren,Columbia County,736.0,Oregon
Jacksonville,Jackson County,735.0,Oregon
Damascus,Clackamas County,735.0,Oregon
Pleasant Hill,Lane County,733.0,Oregon
Sherwood,Washington County,733.0,Oregon
Seal Rock,Lincoln County,733.0,Oregon
Mosier,Wasco County,732.0,Oregon
Sublimity,Marion County,730.0,Oregon
Beavercreek,Clackamas County,729.0,Oregon
Ashland,Jackson County,729.0,Oregon
Corvallis,Benton County,728.0,Oregon
Happy Valley,Clackamas County,728.0,Oregon
North Plains,Washington County,728.0,Oregon
Corbett,Multnomah County,727.0,Oregon
Cheshire,Lane County,727.0,Oregon
Cannon Beach,Clatsop County,726.0,Oregon
Enterprise,Wallowa County,726.0,Oregon
Hood River,Hood River County,726.0,Oregon
Joseph,Wallowa County,725.0,Oregon
Nehalem,Tillamook County,725.0,Oregon
Mount Hood Parkdale,Hood River County,725.0,Oregon
Philomath,Benton County,724.0,Oregon
Saint Paul,Marion County,724.0,Oregon
Vida,Lane County,723.0,Oregon
Columbia City,Columbia County,722.0,Oregon
Banks,Washington County,722.0,Oregon
Fall Creek,Lane County,721.0,Oregon
Elmira,Lane County,721.0,Oregon
Dundee,Yamhill County,721.0,Oregon
Florence,Lane County,720.0,Oregon
Williams,Josephine County,720.0,Oregon
Canyon City,Grant County,719.0,Oregon
South Beach,Lincoln County,719.0,Oregon
Boring,Clackamas County,719.0,Oregon
Winchester,Douglas County,718.0,Oregon
Mulino,Clackamas County,718.0,Oregon
Yachats,Lincoln County,717.0,Oregon
Prairie City,Grant County,717.0,Oregon
Aurora,Marion County,717.0,Oregon
Wilsonville,Clackamas County,716.0,Oregon
Merlin,Josephine County,716.0,Oregon
Yamhill,Yamhill County,716.0,Oregon
Beaverton,Washington County,715.0,Oregon
Turner,Marion County,715.0,Oregon
Tualatin,Washington County,715.0,Oregon
Terrebonne,Jefferson County,715.0,Oregon
Halsey,Linn County,713.0,Oregon
Glide,Douglas County,712.0,Oregon
Salem,Polk County,712.0,Oregon
Wallowa,Wallowa County,711.0,Oregon
Colton,Clackamas County,710.0,Oregon
Depoe Bay,Lincoln County,710.0,Oregon
Portland,Multnomah County,709.0,Oregon
Scotts Mills,Marion County,708.0,Oregon
Hines,Harney County,708.0,Oregon
Silverton,Marion County,708.0,Oregon
Canby,Clackamas County,708.0,Oregon
Hillsboro,Washington County,707.0,Oregon
Bandon,Coos County,707.0,Oregon
Bend,Deschutes County,707.0,Oregon
Scio,Linn County,707.0,Oregon
John Day,Grant County,707.0,Oregon
Oregon City,Clackamas County,706.0,Oregon
Scappoose,Columbia County,706.0,Oregon
Tygh Valley,Wasco County,706.0,Oregon
Eugene,Lane County,705.0,Oregon
Newberg,Yamhill County,705.0,Oregon
Lyons,Marion County,705.0,Oregon
Waldport,Lincoln County,705.0,Oregon
Heppner,Morrow County,703.0,Oregon
Brownsville,Linn County,702.0,Oregon
Marcola,Lane County,702.0,Oregon
Oakland,Douglas County,702.0,Oregon
Bay City,Tillamook County,701.0,Oregon
Rockaway Beach,Tillamook County,701.0,Oregon
Carlton,Yamhill County,701.0,Oregon
Gaston,Washington County,701.0,Oregon
Mount Vernon,Grant County,701.0,Oregon
Talent,Jackson County,701.0,Oregon
Dallas,Polk County,700.0,Oregon
Monroe,Benton County,698.0,Oregon
Sandy,Clackamas County,698.0,Oregon
Dexter,Lane County,698.0,Oregon
Creswell,Lane County,697.0,Oregon
Gold Beach,Curry County,696.0,Oregon
Clackamas,Clackamas County,695.0,Oregon
Athena,Umatilla County,695.0,Oregon
Cloverdale,Tillamook County,695.0,Oregon
Veneta,Lane County,694.0,Oregon
Estacada,Clackamas County,694.0,Oregon
Welches,Clackamas County,694.0,Oregon
Eagle Point,Jackson County,694.0,Oregon
Junction City,Lane County,694.0,Oregon
Rogue River,Jackson County,694.0,Oregon
Rhododendron,Clackamas County,693.0,Oregon
Albany,Linn County,693.0,Oregon
Alsea,Benton County,693.0,Oregon
Central Point,Jackson County,693.0,Oregon
Tangent,Linn County,693.0,Oregon
Roseburg,Douglas County,693.0,Oregon
Coquille,Coos County,693.0,Oregon
Forest Grove,Washington County,692.0,Oregon
Lowell,Lane County,692.0,Oregon
Gold Hill,Jackson County,692.0,Oregon
Amity,Yamhill County,692.0,Oregon
Jefferson,Marion County,691.0,Oregon
Port Orford,Curry County,691.0,Oregon
Brookings,Curry County,691.0,Oregon
Monmouth,Polk County,690.0,Oregon
Astoria,Clatsop County,689.0,Oregon
Echo,Umatilla County,689.0,Oregon
Clatskanie,Columbia County,688.0,Oregon
Baker City,Baker County,688.0,Oregon
Newport,Lincoln County,688.0,Oregon
Tillamook,Tillamook County,688.0,Oregon
Grants Pass,Josephine County,687.0,Oregon
Eagle Creek,Clackamas County,687.0,Oregon
Redmond,Deschutes County,686.0,Oregon
Mcminnville,Yamhill County,686.0,Oregon
North Bend,Coos County,686.0,Oregon
Culver,Jefferson County,686.0,Oregon
Harrisburg,Linn County,686.0,Oregon
Medford,Jackson County,686.0,Oregon
Lakeview,Lake County,685.0,Oregon
Mount Angel,Marion County,685.0,Oregon
Myrtle Point,Coos County,685.0,Oregon
Gresham,Multnomah County,685.0,Oregon
Phoenix,Jackson County,685.0,Oregon
Warrenton,Clatsop County,685.0,Oregon
La Grande,Union County,685.0,Oregon
Stayton,Marion County,684.0,Oregon
Lebanon,Linn County,684.0,Oregon
Prineville,Crook County,684.0,Oregon
Bonanza,Klamath County,684.0,Oregon
Christmas Valley,Lake County,684.0,Oregon
Aumsville,Marion County,684.0,Oregon
Burns,Harney County,684.0,Oregon
Troutdale,Multnomah County,684.0,Oregon
Trail,Jackson County,683.0,Oregon
Vernonia,Columbia County,683.0,Oregon
Cottage Grove,Lane County,683.0,Oregon
Union,Union County,683.0,Oregon
Gladstone,Clackamas County,682.0,Oregon
Molalla,Clackamas County,682.0,Oregon
Toledo,Lincoln County,682.0,Oregon
Dayton,Yamhill County,681.0,Oregon
Yoncalla,Douglas County,681.0,Oregon
Pilot Rock,Umatilla County,681.0,Oregon
Cornelius,Washington County,681.0,Oregon
Lincoln City,Lincoln County,681.0,Oregon
The Dalles,Wasco County,681.0,Oregon
Springfield,Lane County,680.0,Oregon
Reedsport,Douglas County,680.0,Oregon
Salem,Marion County,680.0,Oregon
Lakeside,Coos County,680.0,Oregon
Sutherlin,Douglas County,680.0,Oregon
Malin,Klamath County,679.0,Oregon
Stanfield,Umatilla County,679.0,Oregon
Weston,Umatilla County,679.0,Oregon
Merrill,Klamath County,679.0,Oregon
Rainier,Columbia County,679.0,Oregon
Saint Helens,Columbia County,679.0,Oregon
Shady Cove,Jackson County,679.0,Oregon
Selma,Josephine County,679.0,Oregon
Pendleton,Umatilla County,678.0,Oregon
Hermiston,Umatilla County,678.0,Oregon
Hubbard,Marion County,678.0,Oregon
Milton Freewater,Umatilla County,678.0,Oregon
Siletz,Lincoln County,678.0,Oregon
Vale,Malheur County,678.0,Oregon
Wolf Creek,Josephine County,678.0,Oregon
Drain,Douglas County,677.0,Oregon
Glendale,Douglas County,677.0,Oregon
Deer Island,Columbia County,677.0,Oregon
Independence,Polk County,677.0,Oregon
Lafayette,Yamhill County,676.0,Oregon
Cave Junction,Josephine County,676.0,Oregon
Sweet Home,Linn County,676.0,Oregon
Myrtle Creek,Douglas County,675.0,Oregon
Otis,Lincoln County,675.0,Oregon
Sheridan,Yamhill County,675.0,Oregon
Chiloquin,Klamath County,675.0,Oregon
Elgin,Union County,675.0,Oregon
La Pine,Deschutes County,674.0,Oregon
Oakridge,Lane County,674.0,Oregon
Cascade Locks,Hood River County,674.0,Oregon
Coos Bay,Coos County,674.0,Oregon
Woodburn,Marion County,674.0,Oregon
Winston,Douglas County,673.0,Oregon
Fairview,Multnomah County,673.0,Oregon
White City,Jackson County,673.0,Oregon
Irrigon,Morrow County,672.0,Oregon
Seaside,Clatsop County,672.0,Oregon
Klamath Falls,Klamath County,672.0,Oregon
Madras,Jefferson County,672.0,Oregon
Canyonville,Douglas County,672.0,Oregon
Nyssa,Malheur County,671.0,Oregon
Riddle,Douglas County,671.0,Oregon
Boardman,Morrow County,670.0,Oregon
Mill City,Linn County,670.0,Oregon
Gervais,Marion County,667.0,Oregon
Hammond,Clatsop County,666.0,Oregon
Umatilla,Umatilla County,665.0,Oregon
Ontario,Malheur County,665.0,Oregon
Willamina,Yamhill County,664.0,Oregon
Grand Ronde,Polk County,648.0,Oregon
Warm Springs,Jefferson County,581.0,Oregon
Robins,Linn County,783.0,Iowa
Urbandale,Dallas County,775.0,Iowa
Cumming,Warren County,772.0,Iowa
Peosta,Dubuque County,770.0,Iowa
Swisher,Johnson County,769.0,Iowa
New Vienna,Dubuque County,767.0,Iowa
Durango,Dubuque County,765.0,Iowa
Sherrill,Dubuque County,764.0,Iowa
Fort Atkinson,Winneshiek County,763.0,Iowa
Sioux Center,Sioux County,762.0,Iowa
Pella,Marion County,761.0,Iowa
Clive,Polk County,761.0,Iowa
Holy Cross,Dubuque County,760.0,Iowa
Atkins,Benton County,760.0,Iowa
Toddville,Linn County,759.0,Iowa
Solon,Johnson County,758.0,Iowa
Earlville,Delaware County,758.0,Iowa
Fairfax,Linn County,758.0,Iowa
Johnston,Polk County,757.0,Iowa
Orange City,Sioux County,756.0,Iowa
Dyersville,Dubuque County,755.0,Iowa
Polk City,Polk County,755.0,Iowa
Rock Valley,Sioux County,755.0,Iowa
Doon,Lyon County,754.0,Iowa
Sully,Jasper County,754.0,Iowa
Decorah,Winneshiek County,754.0,Iowa
Hull,Sioux County,754.0,Iowa
Honey Creek,Pottawattamie County,754.0,Iowa
Saint Ansgar,Mitchell County,753.0,Iowa
Walford,Benton County,753.0,Iowa
Bellevue,Jackson County,753.0,Iowa
Dike,Grundy County,752.0,Iowa
Amana,Iowa County,752.0,Iowa
Granger,Polk County,752.0,Iowa
Larchwood,Lyon County,751.0,Iowa
Epworth,Dubuque County,751.0,Iowa
Waverly,Bremer County,750.0,Iowa
Denver,Bremer County,750.0,Iowa
Ely,Linn County,750.0,Iowa
Elkader,Clayton County,750.0,Iowa
Boyden,Sioux County,750.0,Iowa
Ossian,Winneshiek County,749.0,Iowa
Hudson,Black Hawk County,749.0,Iowa
Mount Vernon,Linn County,749.0,Iowa
Wever,Lee County,749.0,Iowa
Alton,Sioux County,748.0,Iowa
Rock Rapids,Lyon County,748.0,Iowa
Janesville,Bremer County,747.0,Iowa
West Point,Lee County,746.0,Iowa
Long Grove,Scott County,746.0,Iowa
Cascade,Jones County,746.0,Iowa
Ankeny,Polk County,746.0,Iowa
Guttenberg,Clayton County,745.0,Iowa
Farley,Dubuque County,745.0,Iowa
Hospers,Sioux County,745.0,Iowa
Blue Grass,Scott County,745.0,Iowa
Calmar,Winneshiek County,745.0,Iowa
Center Point,Linn County,744.0,Iowa
Waukee,Dallas County,744.0,Iowa
Stanton,Montgomery County,743.0,Iowa
Eldridge,Scott County,743.0,Iowa
Gilbert,Story County,743.0,Iowa
West Bend,Palo Alto County,743.0,Iowa
Runnells,Polk County,742.0,Iowa
Riverside,Washington County,742.0,Iowa
Grimes,Polk County,741.0,Iowa
Remsen,Plymouth County,741.0,Iowa
Spirit Lake,Dickinson County,741.0,Iowa
Le Claire,Scott County,740.0,Iowa
Treynor,Pottawattamie County,740.0,Iowa
Lime Springs,Howard County,740.0,Iowa
Bettendorf,Scott County,740.0,Iowa
Elma,Howard County,740.0,Iowa
Kalona,Washington County,739.0,Iowa
Lawton,Woodbury County,739.0,Iowa
Inwood,Lyon County,739.0,Iowa
Delhi,Delaware County,739.0,Iowa
Hinton,Plymouth County,739.0,Iowa
Marcus,Cherokee County,739.0,Iowa
Crescent,Pottawattamie County,739.0,Iowa
Garnavillo,Clayton County,739.0,Iowa
Algona,Kossuth County,738.0,Iowa
Glidden,Carroll County,738.0,Iowa
Williamsburg,Iowa County,738.0,Iowa
Waucoma,Fayette County,738.0,Iowa
Huxley,Story County,738.0,Iowa
Van Meter,Madison County,738.0,Iowa
Ireton,Sioux County,738.0,Iowa
Cedar Falls,Black Hawk County,737.0,Iowa
Underwood,Pottawattamie County,737.0,Iowa
Manning,Carroll County,737.0,Iowa
Lansing,Allamakee County,737.0,Iowa
Dallas Center,Dallas County,736.0,Iowa
Dysart,Tama County,736.0,Iowa
Grand Mound,Clinton County,736.0,Iowa
Carroll,Carroll County,735.0,Iowa
Story City,Story County,735.0,Iowa
Bernard,Jackson County,735.0,Iowa
Preston,Jackson County,735.0,Iowa
Lake View,Sac County,735.0,Iowa
Jesup,Buchanan County,734.0,Iowa
Palo,Linn County,734.0,Iowa
Readlyn,Bremer County,733.0,Iowa
De Witt,Clinton County,733.0,Iowa
Ionia,Chickasaw County,733.0,Iowa
Adel,Dallas County,733.0,Iowa
Sumner,Bremer County,732.0,Iowa
Norwalk,Warren County,732.0,Iowa
Urbandale,Polk County,732.0,Iowa
Aplington,Butler County,732.0,Iowa
Plainfield,Bremer County,731.0,Iowa
Keota,Washington County,731.0,Iowa
Walker,Linn County,731.0,Iowa
Hopkinton,Delaware County,731.0,Iowa
Panora,Guthrie County,730.0,Iowa
Marion,Linn County,730.0,Iowa
North Liberty,Johnson County,730.0,Iowa
Edgewood,Clayton County,730.0,Iowa
Norway,Benton County,730.0,Iowa
Coggon,Linn County,730.0,Iowa
Slater,Story County,730.0,Iowa
West Des Moines,Polk County,730.0,Iowa
Riceville,Howard County,729.0,Iowa
Clear Lake,Cerro Gordo County,729.0,Iowa
Elgin,Fayette County,729.0,Iowa
Parkersburg,Butler County,729.0,Iowa
Reinbeck,Grundy County,728.0,Iowa
Fairbank,Buchanan County,728.0,Iowa
Saint Charles,Madison County,728.0,Iowa
Oxford,Johnson County,728.0,Iowa
Neola,Pottawattamie County,728.0,Iowa
Conrad,Grundy County,728.0,Iowa
New Hampton,Chickasaw County,728.0,Iowa
Victor,Iowa County,728.0,Iowa
Pleasant Hill,Polk County,727.0,Iowa
Audubon,Audubon County,727.0,Iowa
Primghar,O'Brien County,727.0,Iowa
Earlham,Madison County,726.0,Iowa
Greene,Butler County,726.0,Iowa
Roland,Story County,726.0,Iowa
West Branch,Cedar County,726.0,Iowa
Manchester,Delaware County,726.0,Iowa
Pocahontas,Pocahontas County,726.0,Iowa
Monticello,Jones County,725.0,Iowa
Springville,Linn County,725.0,Iowa
Holstein,Ida County,725.0,Iowa
Lisbon,Linn County,725.0,Iowa
Dunkerton,Black Hawk County,725.0,Iowa
Shell Rock,Butler County,725.0,Iowa
Cambridge,Story County,725.0,Iowa
Tiffin,Johnson County,725.0,Iowa
Milford,Dickinson County,724.0,Iowa
Le Mars,Plymouth County,724.0,Iowa
Bondurant,Polk County,724.0,Iowa
Garner,Hancock County,724.0,Iowa
Newhall,Benton County,724.0,Iowa
Winthrop,Buchanan County,724.0,Iowa
Rockwell,Cerro Gordo County,724.0,Iowa
Princeton,Scott County,724.0,Iowa
Sanborn,O'Brien County,723.0,Iowa
Lake Park,Dickinson County,723.0,Iowa
Humboldt,Humboldt County,723.0,Iowa
Wayland,Henry County,723.0,Iowa
Aurelia,Cherokee County,723.0,Iowa
Donnellson,Lee County,723.0,Iowa
Armstrong,Emmet County,723.0,Iowa
Coralville,Johnson County,722.0,Iowa
Central City,Linn County,722.0,Iowa
Iowa City,Johnson County,722.0,Iowa
Clarksville,Butler County,722.0,Iowa
Cresco,Howard County,722.0,Iowa
Sibley,Osceola County,722.0,Iowa
Bancroft,Kossuth County,722.0,Iowa
Buffalo Center,Winnebago County,722.0,Iowa
Waukon,Allamakee County,722.0,Iowa
Ames,Story County,722.0,Iowa
Windsor Heights,Polk County,722.0,Iowa
Fredericksburg,Chickasaw County,722.0,Iowa
Sutherland,O'Brien County,722.0,Iowa
Sheffield,Franklin County,721.0,Iowa
Mc Gregor,Clayton County,721.0,Iowa
Wellman,Washington County,721.0,Iowa
Nora Springs,Floyd County,721.0,Iowa
Elkhart,Polk County,721.0,Iowa
Hubbard,Hardin County,721.0,Iowa
New Virginia,Warren County,721.0,Iowa
Indianola,Warren County,720.0,Iowa
George,Lyon County,720.0,Iowa
Britt,Hancock County,720.0,Iowa
Wellsburg,Grundy County,719.0,Iowa
Ocheyedan,Osceola County,719.0,Iowa
Manson,Calhoun County,719.0,Iowa
Strawberry Point,Clayton County,719.0,Iowa
Grundy Center,Grundy County,719.0,Iowa
Moravia,Appanoose County,719.0,Iowa
Sergeant Bluff,Woodbury County,719.0,Iowa
Urbana,Benton County,719.0,Iowa
Lowden,Cedar County,719.0,Iowa
New Sharon,Mahaska County,719.0,Iowa
Coon Rapids,Carroll County,719.0,Iowa
Paullina,O'Brien County,718.0,Iowa
Altoona,Polk County,718.0,Iowa
La Porte City,Black Hawk County,718.0,Iowa
Odebolt,Sac County,718.0,Iowa
Wall Lake,Sac County,718.0,Iowa
Tipton,Cedar County,718.0,Iowa
Sigourney,Keokuk County,718.0,Iowa
Moville,Woodbury County,717.0,Iowa
Dunlap,Harrison County,717.0,Iowa
Danville,Des Moines County,717.0,Iowa
Garwin,Tama County,717.0,Iowa
Sheldon,O'Brien County,717.0,Iowa
Maxwell,Story County,717.0,Iowa
Manilla,Crawford County,717.0,Iowa
Osage,Mitchell County,717.0,Iowa
Ida Grove,Ida County,716.0,Iowa
Alburnett,Linn County,716.0,Iowa
Pomeroy,Calhoun County,716.0,Iowa
State Center,Marshall County,716.0,Iowa
Hartley,O'Brien County,716.0,Iowa
Durant,Cedar County,716.0,Iowa
Schaller,Sac County,716.0,Iowa
Emmetsburg,Palo Alto County,716.0,Iowa
Prairie City,Jasper County,715.0,Iowa
Lake City,Calhoun County,715.0,Iowa
