state,city,population_percent_change,aggravated assault,arson,arson2,burglary,larceny theft,larceny- theft,motor vehicle theft,murder and nonnegligent manslaughter,property crime,rape,rape1,robbery,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,violent crime,population
california,sanger,0.0040578952050276396,360.4,9.3,4.0,506.2,1172.8,699.6,291.7,5.6,1876.1,49.1,41.6,64.4,,,,,,476.5,25443.0
texas,sanger,0.028732252810831804,159.6,4.2,0.0,269.2,964.0,,130.7,6.1,1359.2,44.9,48.9,3.2,,,,,,214.7,8457.0
florida,sanibel,0.008728981732892604,40.6,13.5,0.0,247.0,682.9,558.1,11.0,0.0,915.9,13.4,13.3,0.0,,,,,,54.0,7525.0
pennsylvania,sankertown,-0.014150720900614755,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,627.0
texas,sansom park village,0.04308772882183165,167.0,0.0,8.3,856.2,1296.9,833.3,278.0,0.0,2315.2,10.3,0.0,54.8,,,,,,227.0,6000.0
california,santa ana,-0.002167667597135714,254.8,13.5,16.3,281.0,1221.9,1381.9,517.0,5.4,2052.0,52.1,59.0,155.4,,,,,,470.4,333664.0
texas,santa anna,0.0024195300838198985,64.8,0.0,0.0,485.1,744.0,,32.3,0.0,1261.4,195.7,0.0,32.1,,,,,,227.4,1037.0
california,santa barbara,-0.000348534567986003,254.5,20.2,20.6,357.5,2300.2,1838.3,193.5,0.9,2758.8,81.5,75.5,88.7,,,,,,423.2,91717.0
california,santa clara,0.012026544954137464,69.6,7.4,9.6,336.9,2029.8,3059.3,318.6,1.1,2891.1,18.4,27.1,56.0,,,,,,148.6,131173.0
new mexico,santa clara,0.012220164443488502,163.6,,,692.8,771.6,396.6,130.7,0.0,1520.2,0.0,0.0,0.0,,,,,,163.6,1765.0
utah,santa clara/ivins,0.0334460417124991,27.0,0.0,0.0,199.6,516.8,559.2,49.5,0.0,774.4,0.0,11.8,0.0,,,,,,31.8,17346.0
california,santa clarita,0.006517929140860801,76.1,9.9,6.9,273.3,865.3,663.9,151.1,1.8,1249.4,18.8,20.5,51.0,,,,,,148.3,218103.0
california,santa cruz,0.003677822331047409,465.4,45.5,49.1,579.0,4206.3,3620.7,469.0,2.5,5137.1,63.2,66.0,147.5,,,,,,679.7,65263.0
new mexico,santa fe,0.05915541286090087,242.1,19.8,,1510.5,2235.5,,254.9,3.7,4000.8,38.0,42.7,100.3,,,,,,390.0,84176.0
texas,santa fe,0.010189238346992369,69.5,10.1,11.1,296.0,895.3,651.7,130.3,0.0,1272.9,78.4,29.5,20.8,,,,,,149.2,13657.0
california,santa fe springs,0.0019401805436511932,293.3,31.2,33.0,982.6,4193.0,3625.1,1005.4,7.7,6067.5,32.9,38.6,227.8,,,,,,564.0,18041.0
california,santa maria,0.011822059050282885,254.2,14.0,10.2,456.2,1268.4,,603.7,7.3,2328.3,48.6,54.0,144.3,,,,,,455.8,108100.0
california,santa monica,-0.0046813492870512174,367.8,22.1,23.8,681.7,3599.4,3430.4,258.2,3.5,4505.4,50.7,50.9,242.7,,,,,,664.7,91621.0
california,santa paula,-0.004017827539136598,198.7,7.6,8.3,303.7,898.2,903.7,138.1,5.2,1341.1,25.0,21.4,74.1,,,,,,301.6,30098.0
california,santa rosa,0.0024304291598675754,272.7,16.3,14.1,307.5,1390.6,1167.6,223.3,2.3,1876.7,62.8,71.9,73.8,,,,,,415.2,177884.0
new mexico,santa rosa,-0.0044861455076721235,510.9,,,518.6,1759.4,1477.8,127.8,0.0,2349.6,0.0,0.0,7.5,,,,,,518.4,2639.0
texas,santa rosa,-0.00952654165423683,8.7,0.0,0.0,115.4,385.0,180.7,35.3,0.0,484.6,17.4,0.0,0.0,,,,,,17.4,2767.0
utah,santaquin/genola,0.03981753746049099,15.4,0.0,0.0,148.9,718.3,398.9,68.9,1.4,872.3,23.2,18.3,3.0,,,,,,36.4,14288.0
california,santee,0.0026339284368588345,123.7,9.7,6.8,187.6,1171.8,1122.6,134.6,1.0,1484.2,17.7,16.2,49.5,,,,,,191.3,58701.0
south carolina,santee,-0.012309676472617381,648.1,0.0,0.0,1754.9,7184.2,,644.8,0.0,9583.8,107.0,0.0,213.7,,,,,,933.0,917.0
oklahoma,sapulpa,0.003717860836015996,171.1,8.1,9.6,594.8,1577.0,1350.1,411.9,4.8,2538.3,46.8,38.1,40.4,,,,,,259.6,20888.0
alabama,saraland,0.021918899815567938,219.2,,,412.4,2920.3,,247.6,1.7,3580.3,42.1,28.6,28.2,,,,,,287.8,14704.0
new york,saranac lake village,-0.0029237990666018954,95.1,0.0,0.0,114.1,981.7,498.0,26.6,0.0,1025.6,44.3,95.1,11.4,,,,,,171.1,5221.0
florida,sarasota,0.013260001084418604,371.6,9.4,2.6,553.7,2925.8,2500.4,214.6,5.7,3609.0,41.1,46.6,152.7,,,,,,573.3,58470.0
california,saratoga,-0.00369570585080381,43.9,10.7,14.6,392.5,400.3,397.8,40.1,1.9,832.4,18.2,11.4,14.2,,,,,,75.5,30666.0
wyoming,saratoga,-0.009505999752651095,36.4,0.0,0.0,131.3,492.4,247.7,48.1,0.0,622.8,0.0,0.0,11.8,,,,,,48.2,1615.0
new york,saratoga springs,0.003825533294500749,149.9,3.6,10.7,191.6,1521.4,1383.7,64.2,0.7,1749.6,34.6,46.2,27.9,,,,,,217.7,28186.0
utah,saratoga springs,0.05082481019482521,46.5,7.6,1.7,175.2,567.6,451.7,31.0,0.0,750.6,22.2,48.6,2.4,,,,,,81.6,33647.0
missouri,sarcoxie,0.004138675060814112,153.7,0.0,37.9,595.4,1391.3,2725.2,365.0,0.0,2685.3,38.6,0.0,0.0,,,,,,173.0,1321.0
georgia,sardis,0.0038207684010707066,546.5,0.0,0.0,881.4,1948.7,,468.7,0.0,3298.8,0.0,0.0,52.3,,,,,,598.8,967.0
alabama,sardis city,0.009101387273110051,131.6,,,471.2,1508.2,,434.3,0.0,2413.7,28.3,0.0,0.0,,,,,,150.5,1782.0
minnesota,sartell,0.026634899959135483,45.0,6.0,0.0,202.5,1550.8,,45.9,0.0,1799.2,15.5,40.3,4.2,,,,,,70.9,18014.0
florida,satellite beach,0.013489299776166863,43.9,0.0,0.0,187.0,590.1,401.1,60.5,0.0,799.8,18.6,22.6,5.5,,,,,,69.6,11219.0
alabama,satsuma,-0.000865284842963332,150.0,,,299.7,899.0,,129.5,0.0,1328.1,5.4,0.0,8.1,,,,,,162.1,6153.0
michigan,saugatuck-douglas,0.005822013770077961,212.2,0.0,21.7,300.8,1449.2,303.4,70.0,0.0,1590.9,29.3,65.1,8.7,,,,,,264.5,2307.0
new york,saugerties town,-0.0008253935391184797,74.6,13.1,7.9,187.1,769.4,691.3,34.1,2.6,971.0,31.4,28.8,7.9,,,,,,107.4,19095.0
illinois,sauget,0.015312268308288246,518.4,0.0,0.0,3735.7,29033.1,18902.4,8794.0,399.2,39536.6,0.0,0.0,776.4,,,,,,1694.0,164.0
massachusetts,saugus,0.0009754319722450333,191.6,1.2,1.8,147.8,1528.4,1074.8,115.9,0.7,1701.4,31.9,22.9,43.2,,,,,,263.8,28378.0
minnesota,sauk centre,0.007466216428109851,82.0,15.4,0.0,232.9,1358.2,2048.1,72.8,0.0,1801.9,30.4,45.4,9.1,,,,,,127.6,4492.0
wisconsin,sauk prairie,0.000215982275046267,30.2,28.8,21.5,168.3,1279.8,733.9,56.2,0.0,1395.0,0.0,75.3,4.3,,,,,,73.2,4633.0
minnesota,sauk rapids,0.007799633830556596,59.6,4.9,0.0,293.7,1969.7,1733.9,68.5,1.4,2284.7,9.8,7.2,2.9,,,,,,72.8,14015.0
illinois,sauk village,-0.004076721800694072,1799.7,19.1,19.2,580.9,900.3,1511.8,273.5,19.2,1907.6,124.3,58.0,313.2,,,,,,2230.3,10319.0
wisconsin,saukville,-0.002777067937601907,17.9,0.0,0.0,62.7,1450.1,1196.9,49.3,0.0,1511.5,22.7,11.3,4.5,,,,,,31.5,4428.0
michigan,sault ste. marie,-0.006304273046899622,150.8,7.3,7.3,181.2,1501.3,1150.0,58.7,2.9,1670.9,109.2,107.0,11.7,,,,,,273.7,13478.0
california,sausalito,-0.0017886177526923452,114.5,13.9,0.0,351.7,2745.2,3147.0,148.0,2.8,3325.2,0.0,0.0,16.8,,,,,,134.0,7118.0
minnesota,savage,0.016543744176447772,52.5,8.0,14.1,207.0,1395.6,1011.3,59.7,0.8,1566.2,42.0,29.7,19.4,,,,,,108.5,32336.0
illinois,savanna,-0.0072137962994656135,383.4,11.8,0.0,726.3,2239.2,1807.0,97.3,0.0,2954.8,82.2,144.6,17.7,,,,,,498.9,2767.0
oklahoma,savanna,0.0036212894195986056,256.7,0.0,0.0,1180.9,2702.2,2003.1,564.8,0.0,4214.9,0.0,0.0,0.0,,,,,,256.7,649.0
missouri,savannah,0.0027079647907637394,54.3,6.4,0.0,193.9,650.1,537.2,104.5,0.0,925.8,6.4,0.0,7.7,,,,,,65.9,5212.0
tennessee,savannah,-0.003647958920402039,904.9,33.1,28.7,1224.1,5665.6,4322.1,408.8,14.3,7029.9,118.5,71.7,85.6,,,,,,1104.6,6941.0
georgia,savannah-chatham metropolitan,0.002888113550538085,236.4,6.1,7.4,615.8,2345.5,,380.8,17.3,3342.0,35.1,41.2,176.1,,,,,,460.2,242265.0
oklahoma,sawyer,-0.003979259842633698,79.1,0.0,0.0,319.0,423.6,0.0,0.0,0.0,636.7,0.0,160.3,0.0,,,,,,159.2,311.0
pennsylvania,saxonburg,-0.011540994290602291,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1456.0
pennsylvania,saxton,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,701.0
oklahoma,sayre,-0.015759235287319706,136.9,7.4,11.2,351.9,582.6,402.1,131.0,0.0,1029.3,21.2,10.8,8.6,,,,,,162.5,4476.0
pennsylvania,sayre,-0.004279278566159728,246.0,5.2,0.0,225.3,1743.8,,23.2,0.0,1992.3,51.8,31.6,7.7,,,,,,300.5,6410.0
new jersey,sayreville,-0.0055543784724746414,54.4,3.7,1.1,105.5,644.2,518.2,84.9,0.4,809.3,6.6,3.3,17.2,,,,,,77.4,44581.0
oregon,scappoose,0.020321417430481548,71.5,20.8,27.3,131.0,681.2,750.8,100.0,0.0,929.5,69.7,61.2,20.9,,,,,,157.8,7592.0
maine,scarborough,0.008590092307307451,23.9,11.7,2.5,118.1,1503.0,1139.1,29.9,1.0,1578.2,15.1,19.7,7.0,,,,,,48.9,20542.0
new york,scarsdale village,0.0009943814866408829,14.5,1.8,0.0,105.6,625.4,579.3,18.8,1.1,740.6,1.8,0.0,6.7,,,,,,23.3,17954.0
illinois,schaumburg,-0.004403704156109911,35.2,3.1,0.7,134.9,1900.3,1901.6,68.4,1.3,2103.9,22.8,28.5,30.4,,,,,,92.0,73412.0
new york,schenectady,0.0014017596342226213,583.7,34.4,30.7,508.8,2354.7,2125.1,273.3,4.6,3079.4,88.0,87.6,213.1,,,,,,889.3,65504.0
texas,schertz,0.020772749355896458,133.6,1.7,1.2,246.8,1315.2,1081.8,106.7,1.5,1622.0,45.1,50.5,26.7,,,,,,209.1,42337.0
illinois,schiller park,-0.006676021981944058,86.1,5.7,4.4,226.8,1332.9,1419.9,157.3,3.4,1734.3,39.6,34.3,46.2,,,,,,173.2,11480.0
new york,schodack town,0.0006667464709637638,34.1,0.0,4.3,87.1,363.0,503.3,18.8,0.0,497.0,19.9,8.5,22.2,,,,,,71.7,11722.0
new york,schoharie village,-0.003148486490265001,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,24.1,0.0,0.0,0.0,,,,,,0.0,818.0
michigan,schoolcraft,-0.0016594317952969284,50.9,0.0,0.0,191.1,1114.2,1475.3,102.2,0.0,1479.7,106.0,0.0,0.0,,,,,,114.4,1559.0
texas,schulenburg,0.0017158587020784655,799.5,11.4,0.0,410.4,1392.9,956.0,81.9,0.0,1797.8,22.8,68.1,34.1,,,,,,874.5,2929.0
nebraska,schuyler,0.01486533224361719,79.8,0.0,0.0,63.2,515.3,297.1,32.0,0.0,501.4,80.5,0.0,0.0,,,,,,120.1,6396.0
pennsylvania,schuylkill haven,-0.008455423039879784,139.6,0.0,0.0,58.0,1360.8,,24.0,24.4,1442.8,19.2,0.0,14.3,,,,,,192.7,5116.0
pennsylvania,"schuylkill township, chester county",0.004125641011444969,54.3,0.0,0.0,50.5,608.6,,19.4,3.9,678.5,0.0,0.0,0.0,,,,,,58.2,8658.0
kentucky,science hill,-0.000572893918221129,0.0,0.0,0.0,71.6,143.7,143.5,71.6,0.0,286.9,0.0,0.0,0.0,,,,,,0.0,697.0
massachusetts,scituate,0.0003464032258644334,61.3,0.0,5.3,40.0,287.8,266.3,16.0,0.0,333.0,21.3,10.7,0.0,,,,,,77.3,18774.0
rhode island,scituate,0.0030918872642711204,35.8,3.1,9.4,83.0,415.8,317.5,22.6,0.0,501.8,6.3,23.4,0.0,,,,,,48.9,10707.0
new jersey,scotch plains township,0.001681747927739785,23.8,0.0,0.0,175.2,533.5,430.6,41.1,0.0,729.2,5.5,6.2,9.9,,,,,,39.5,24383.0
new york,scotia village,-0.004671407155037111,83.0,4.3,6.5,207.4,1285.5,1230.2,77.9,0.0,1559.7,17.2,39.2,41.6,,,,,,150.6,7641.0
south dakota,scotland,-0.0034047069293863252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,814.0
north carolina,scotland neck,-0.016297851027777033,541.9,0.0,,1435.6,1932.0,,53.2,0.0,3420.8,,,101.3,,,,,,911.4,1880.0
louisiana,scott,-0.005634155150537223,92.7,0.0,0.0,625.7,1381.6,2051.6,162.6,4.5,2303.9,11.0,11.5,6.7,,,,,,115.1,8725.0
kansas,scott city,-0.007966050970846683,170.5,0.0,13.2,183.8,770.3,342.2,30.8,0.0,899.3,8.7,25.6,5.2,,,,,,191.2,3799.0
missouri,scott city,0.0002227166752846177,209.4,0.0,11.2,453.8,1458.0,1513.5,120.2,0.0,2043.1,37.1,44.5,0.0,,,,,,249.5,4493.0
pennsylvania,"scott township, allegheny county",-0.006964092997557625,104.5,5.9,0.0,156.6,988.9,,13.4,0.0,1158.9,5.9,30.0,23.9,,,,,,140.3,16567.0
pennsylvania,"scott township, columbia county",-0.007333932085381134,34.4,0.0,0.0,113.5,1196.0,,14.8,0.0,1324.3,6.6,19.9,0.0,,,,,,44.3,5016.0
pennsylvania,"scott township, lackawanna county",-0.012380701699539975,5.1,7.0,0.0,0.0,0.0,,0.0,5.3,0.0,0.0,0.0,0.0,,,,,,10.3,4753.0
pennsylvania,scottdale,-0.007962540877476165,258.1,0.0,12.2,198.0,1901.7,1172.7,60.2,5.9,1977.7,0.0,0.0,60.1,,,,,,324.1,4093.0
tennessee,scotts hill,-0.0020366497086762303,203.7,0.0,0.0,281.0,440.2,307.1,152.9,0.0,840.9,0.0,101.4,0.0,,,,,,254.5,977.0
california,scotts valley,-0.0008567402241540512,80.3,22.3,8.4,479.7,1400.6,858.9,100.3,0.0,1872.3,36.2,33.5,21.7,,,,,,137.1,11875.0
nebraska,scottsbluff,0.013614103846407266,251.6,13.6,12.6,506.8,3039.8,2263.3,162.8,5.1,3515.3,64.8,82.0,29.6,,,,,,355.4,15862.0
alabama,scottsboro,-0.006806953885579059,1302.7,,,603.0,3125.1,,205.0,0.0,3933.0,45.6,61.4,37.5,,,,,,1389.8,14443.0
indiana,scottsburg,0.0026344516923726413,215.7,0.0,0.0,480.6,3170.8,,50.1,0.0,3701.5,,,50.1,,,,,,361.4,6669.0
arizona,scottsdale,0.021771758815327447,76.4,5.4,7.4,311.0,1838.9,1602.1,98.2,2.0,2200.8,43.5,46.6,41.1,,,,,,164.2,260464.0
kentucky,scottsville,0.00663444045041639,94.1,30.5,33.4,839.1,2070.7,2367.3,278.4,13.5,3247.4,67.6,22.5,27.0,,,,,,184.1,4520.0
michigan,scottville,-0.0014809882276920483,131.4,0.0,0.0,213.3,3652.9,2644.6,65.7,0.0,3730.3,82.2,122.7,16.4,,,,,,246.3,1210.0
pennsylvania,scranton,0.005886056810236351,539.6,15.6,12.3,442.4,1651.6,1326.9,138.9,1.3,2167.9,49.9,43.3,92.2,,,,,,680.4,77323.0
south carolina,scranton,0.000463601687395121,115.7,0.0,0.0,173.7,464.0,1157.4,57.9,0.0,869.0,0.0,0.0,0.0,,,,,,115.7,864.0
georgia,screven,0.01444573249533021,216.7,0.0,,522.8,3169.7,,129.8,0.0,3822.3,,128.5,0.0,,,,,,259.5,778.0
nebraska,scribner,0.0,118.9,0.0,,39.5,197.6,,0.0,0.0,237.1,0.0,0.0,0.0,,,,,,118.9,841.0
new jersey,sea bright,0.002834576034825398,89.4,0.0,0.0,87.7,202.8,665.7,0.0,0.0,383.0,24.2,37.0,0.0,,,,,,118.7,1352.0
new jersey,sea girt,-0.0051353176639911124,122.7,0.0,0.0,156.2,1075.2,623.6,101.1,0.0,1242.2,0.0,0.0,33.7,,,,,,156.4,1764.0
new jersey,sea isle city,-0.0038854799249002925,48.2,0.0,0.0,1746.9,6564.6,3587.2,38.5,0.0,7754.5,0.0,0.0,48.3,,,,,,96.5,2035.0
florida,sea ranch lakes,-0.02813126385536946,0.0,0.0,0.0,27.1,1761.7,1757.2,27.1,0.0,1814.9,0.0,0.0,54.8,,,,,,54.8,626.0
new hampshire,seabrook,0.0011526222749940196,124.4,18.9,5.7,189.9,2030.7,1306.3,92.7,2.2,2168.5,22.7,17.0,24.8,,,,,,171.9,8880.0
texas,seabrook,0.02368739799891806,78.1,0.0,0.0,227.6,835.5,999.2,127.6,0.0,1223.4,48.2,48.5,34.9,,,,,,161.4,14611.0
delaware,seaford,0.011451078213602806,561.7,4.2,12.6,769.4,4515.9,5283.6,100.5,0.0,5539.3,73.2,69.1,255.2,,,,,,888.4,7987.0
texas,seagoville,0.01467860925449993,56.2,0.0,6.1,474.7,1645.0,1086.4,580.6,3.7,2588.6,0.0,5.8,42.8,,,,,,105.1,17120.0
texas,seagraves,0.010810209947857086,251.0,0.0,0.0,443.4,556.9,688.7,49.0,0.0,1075.6,11.6,17.2,6.9,,,,,,271.7,2904.0
california,seal beach,-0.0055450232783650355,66.8,20.5,2.0,313.2,1931.1,1898.8,158.3,0.8,2396.2,15.0,6.2,47.5,,,,,,126.5,24120.0
texas,sealy,0.007983855164779952,260.3,0.0,0.0,675.9,1526.0,1107.2,141.0,0.0,2259.1,20.7,0.0,46.0,,,,,,318.7,6593.0
arkansas,searcy,0.0,666.0,,0.0,963.4,,3166.8,234.6,16.8,4364.8,,62.8,88.0,,,,,,833.6,23873.0
maine,searsport,0.0014412506117194024,37.7,0.0,0.0,355.6,597.3,302.1,113.6,0.0,1007.4,18.7,0.0,0.0,,,,,,52.8,2648.0
california,seaside,-0.002467235345797736,179.9,8.7,8.8,200.0,1082.0,966.6,220.0,3.5,1479.0,29.0,27.7,70.7,,,,,,282.6,34036.0
oregon,seaside,0.017157808185532586,388.6,7.7,29.7,735.4,6077.7,,211.7,5.1,7024.8,,14.9,70.7,,,,,,474.4,6726.0
new jersey,seaside heights,-0.0012359237316709182,744.1,11.4,0.0,1028.3,4765.4,4858.7,103.8,7.0,5916.1,23.0,0.0,186.1,,,,,,950.9,2902.0
new jersey,seaside park,-0.005121875539556786,51.5,0.0,32.1,385.0,1579.8,910.3,51.5,0.0,1882.4,0.0,32.1,51.4,,,,,,115.8,1538.0
maryland,seat pleasant,0.0,547.4,6.9,31.2,477.6,1439.9,1540.7,389.8,24.9,2327.5,0.0,0.0,253.2,,,,,,825.6,4803.0
washington,seatac,0.0077268031963568795,214.1,28.1,17.1,802.3,2880.6,2112.9,1366.5,12.1,4857.5,,74.5,209.7,,,,,,521.8,29533.0
washington,"seatac,",0.0,241.0,17.0,,770.5,2664.4,,1323.7,13.6,4758.5,,,186.7,,,,,,,29463.0
washington,seattle,0.02237948037085835,371.9,14.2,16.7,1063.7,3709.8,3074.2,536.3,3.6,5182.7,32.2,41.9,210.5,,,,,,622.0,763706.0
florida,sebastian,0.02045679333775774,112.3,4.0,0.0,214.4,1339.9,998.8,66.5,0.0,1552.6,23.3,17.4,25.0,,,,,,158.2,26232.0
california,sebastopol,0.0023193106859289436,131.7,8.6,19.3,578.8,1178.4,1407.5,154.9,2.6,1957.9,30.2,51.6,41.2,,,,,,214.3,7815.0
minnesota,sebeka,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,678.0
michigan,sebewaing,-0.00720791549852462,23.9,0.0,0.0,60.3,614.3,306.9,0.0,24.4,613.1,20.4,91.6,0.0,,,,,,97.2,1629.0
kentucky,sebree,-0.0003225265858792792,32.6,0.0,0.0,0.0,21.2,0.0,32.4,0.0,48.4,0.0,0.0,0.0,,,,,,32.6,1549.0
florida,sebring,0.012149301276742408,355.1,6.2,18.4,1066.4,3564.3,3079.6,126.0,22.3,4659.8,47.4,64.3,99.5,,,,,,531.1,11008.0
ohio,sebring,-0.0034403864011035568,80.5,0.0,23.8,368.1,2046.0,1904.8,80.4,4.7,2466.3,31.4,47.3,4.7,,,,,,127.7,4200.0
new jersey,secaucus,0.02275993075443483,104.3,0.0,2.4,167.7,2046.8,2196.4,137.4,0.0,2381.8,5.1,12.0,62.7,,,,,,174.9,21217.0
missouri,sedalia,0.002119936959103841,636.5,24.8,23.1,800.1,3998.5,3284.0,286.4,3.7,4942.2,43.3,60.0,60.3,,,,,,750.5,21742.0
kansas,sedgwick,-0.007857432982568135,212.2,0.0,0.0,181.1,722.5,856.3,60.7,0.0,1031.1,0.0,61.2,0.0,,,,,,242.7,1635.0
arizona,sedona,0.0,106.4,29.0,,241.8,1083.2,,38.7,0.0,1363.6,29.0,,0.0,,,,,,135.4,10340.0
washington,sedro woolley,0.024256908224667306,76.6,0.0,0.0,501.1,2507.7,1428.1,206.7,1.7,2999.5,5.9,21.4,9.1,,,,,,99.6,12184.0
massachusetts,seekonk,0.011875550662174161,140.0,0.0,3.2,182.1,1678.3,1300.4,85.2,0.0,1870.1,13.0,9.6,22.0,,,,,,173.6,15841.0
texas,seguin,0.01917478671798123,190.2,8.3,3.4,526.2,2662.6,1874.8,118.0,6.3,3149.3,72.5,74.8,51.5,,,,,,321.4,30244.0
oklahoma,seiling,-0.007409944344517916,0.0,0.0,58.8,116.9,309.4,464.6,58.0,0.0,523.1,0.0,0.0,0.0,,,,,,0.0,861.0
washington,selah,0.01562649722791898,32.9,0.0,6.4,264.2,1298.1,1109.7,144.8,0.0,1669.3,8.4,12.3,12.6,,,,,,55.4,8110.0
south dakota,selby,0.0,0.0,0.0,,0.0,310.6,,0.0,0.0,310.6,0.0,,0.0,,,,,,0.0,644.0
delaware,selbyville,0.013012586458521769,308.2,0.0,0.0,762.7,1823.7,984.3,154.6,0.0,2573.1,55.3,100.2,90.4,,,,,,471.9,2540.0
missouri,seligman,0.0023752954730926756,95.2,0.0,300.8,572.6,2660.0,707.5,214.9,0.0,3056.9,79.6,0.0,47.7,,,,,,190.7,848.0
pennsylvania,selinsgrove,0.004694714726745541,567.1,5.7,8.4,387.7,1789.5,1744.4,47.6,3.4,2215.8,90.9,84.0,23.6,,,,,,682.3,5962.0
indiana,sellersburg,0.019582316936302524,168.8,0.0,0.0,159.7,787.4,547.5,153.1,0.0,1052.2,0.0,11.2,15.8,,,,,,201.2,8949.0
alabama,selma,0.0,1244.6,228.2,,2069.2,5123.7,,544.5,41.5,7737.4,108.9,,409.7,,,,,,1804.7,19283.0
california,selma,0.003650085082815391,721.9,8.1,14.1,925.9,1856.9,1120.8,668.2,11.3,3303.8,76.8,36.2,97.0,,,,,,890.7,24983.0
north carolina,selma,0.02182035278228467,430.6,20.7,7.5,1523.5,2463.8,1966.4,256.5,11.9,4144.3,,42.7,167.4,,,,,,651.2,7018.0
texas,selma,0.051062088947763096,105.6,2.8,4.1,293.7,2247.2,1825.1,171.5,3.7,2628.0,50.0,29.7,46.4,,,,,,197.6,12054.0
tennessee,selmer,-0.006331019690165363,589.2,0.0,22.3,654.9,2631.3,2113.2,215.0,4.5,3397.5,22.4,45.1,31.2,,,,,,656.4,4401.0
florida,seminole,0.010248458228054202,95.1,3.5,5.3,245.5,2801.6,2396.1,118.5,0.0,3084.5,16.2,26.7,56.3,,,,,,171.8,19073.0
oklahoma,seminole,-0.009665609573613176,288.8,8.9,13.8,683.2,1990.0,2130.6,233.7,10.9,2935.1,44.5,27.2,27.1,,,,,,364.4,7134.0
texas,seminole,0.010278658992813439,245.3,8.6,0.0,216.0,1161.2,745.1,80.8,2.6,1374.8,8.6,38.5,7.7,,,,,,276.2,7784.0
missouri,senath,-0.01235286851253814,622.1,0.0,0.0,355.1,443.4,,147.8,0.0,946.3,58.8,0.0,176.5,,,,,,827.9,1679.0
illinois,seneca,-0.005293315865390946,442.6,0.0,0.0,309.7,1834.4,,0.0,0.0,2144.1,0.0,0.0,0.0,,,,,,442.6,2255.0
kansas,seneca,0.00032414755521004146,308.9,48.9,48.6,373.2,1852.2,1263.4,97.8,0.0,2126.9,0.0,0.0,0.0,,,,,,308.9,2058.0
missouri,seneca,-0.0012494780833997021,58.3,0.0,41.6,382.7,2533.0,1588.6,158.3,0.0,2885.0,27.7,0.0,16.7,,,,,,91.6,2392.0
south carolina,seneca,0.005994881717994671,297.5,4.0,17.7,477.9,1947.1,1888.6,193.4,7.1,2606.7,72.2,59.2,47.7,,,,,,419.3,8525.0
new york,seneca falls town,-0.004141729755009038,95.8,3.8,0.0,289.6,2562.0,2166.4,45.7,0.0,2818.1,49.3,51.4,15.9,,,,,,161.9,8632.0
georgia,senoia,0.018099111188922157,17.9,0.0,0.0,111.2,760.1,,41.9,5.9,913.2,0.0,0.0,12.1,,,,,,47.9,4352.0
washington,sequim,0.023462747334107137,152.4,4.6,13.2,554.0,3682.1,3461.0,139.3,8.2,4331.2,66.6,69.0,14.2,,,,,,242.4,7599.0
iowa,sergeant bluff,0.022651018946536983,214.9,0.0,0.0,177.2,699.3,600.8,69.2,0.0,921.1,11.2,0.0,5.4,,,,,,226.0,4993.0
illinois,sesser,0.0,212.4,,0.0,902.8,1911.8,,53.1,106.2,2867.8,,106.2,106.2,,,,,,531.1,1883.0
ohio,seven hills,-0.0009781052270352308,18.9,0.0,0.0,109.7,336.4,258.2,20.6,0.0,451.1,5.7,4.3,12.0,,,,,,36.0,11621.0
texas,seven points,0.01146616974948933,392.8,0.0,0.0,541.0,1688.6,1890.5,406.2,0.0,2676.1,44.3,66.8,68.8,,,,,,514.9,1534.0
colorado,severance,0.08228038058662523,93.6,16.2,0.0,152.0,399.0,205.1,33.7,0.0,546.0,24.2,30.6,5.3,,,,,,125.6,5362.0
tennessee,sevierville,1.1933594324498031e-05,379.4,0.0,3.0,388.0,4395.6,4039.4,390.9,2.4,5103.3,45.5,35.6,55.8,,,,,,479.1,16760.0
florida,sewall's point,0.010862060525310024,9.4,0.0,0.0,100.8,356.0,490.2,8.9,0.0,492.6,0.0,0.0,27.0,,,,,,36.4,2244.0
alaska,seward,0.018805142987300627,394.4,59.2,0.0,425.8,1711.8,3111.3,166.4,0.0,2583.9,25.2,109.8,8.0,,,,,,461.5,2732.0
nebraska,seward,0.0023614621145324755,13.9,4.6,0.0,97.1,658.1,469.0,62.4,0.0,770.4,23.2,13.8,0.0,,,,,,34.7,7250.0
pennsylvania,seward,-0.006315824996857344,53.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,53.3,469.0
pennsylvania,sewickley,0.0025171567113118076,68.5,0.0,0.0,68.6,994.3,,11.4,0.0,1074.3,0.0,0.0,34.3,,,,,,102.8,4381.0
