city,city_code,latitude,longitude,reverse_address,state,ZRIFAH
franklin,36525|19830|418,35.9250637,-86.8688899,"106 3rd Ave N, Franklin, TN 37064, USA",tennessee,1.036
germantown,20787|1150|37477,35.0867577,-89.8100858,"7578 Southern Ave, Germantown, TN 38138, USA",tennessee,0.798
hendersonville,20204|705|36889,36.3047735,-86.6199957,"239 W Main St, Hendersonville, TN 37075, USA",tennessee,0.846
jackson,19969|482|36659,35.6145169,-88.81394689999999,"457 E Main St, Jackson, TN 38301, USA",tennessee,0.604
jonesborough town,38007|21264|2680,36.2942722,-82.4734787,"51 N Cherokee St, Jonesborough, TN 37659, USA",tennessee,0.7
knoxville,19519|99|36204,35.9606384,-83.9207392,"800 Lee Hwy, Knoxville, TN 37902, USA",tennessee,0.888
la vergne,20952|1402|37653,36.0156178,-86.5819394,"171 Old Waldron Road, La Vergne, TN 37086, USA",tennessee,0.96
lenoir city,21522|3421|38320,35.7972998,-84.2560299,"100 Martel Rd, Lenoir City, TN 37772, USA",tennessee,0.836
loudon town,21962|2895|38859,35.7328541,-84.3338112,"1201 Grove St, Loudon, TN 37774, USA",tennessee,0.836
madisonville,22232|3033|39273,35.5197984,-84.3635338,"211 Warren St, Madisonville, TN 37354, USA",tennessee,0.752
maryville,20041|533|36727,35.7564719,-83.9704593,"200 E Broadway Ave, Maryville, TN 37804, USA",tennessee,0.786
memphis,19492|19|36177,35.1495343,-90.0489801,"157 Poplar Ave, Memphis, TN 38103, USA",tennessee,0.652
mount juliet,37199|20539|1075,36.200055,-86.5186054,"2185 N Mt Juliet Rd, Mt. Juliet, TN 37122, USA",tennessee,0.862
newport,21829|2596|38687,35.9670412,-83.1876578,"240 E Broadway St, Newport, TN 37821, USA",tennessee,
oak ridge,21292|1586|38037,36.0103561,-84.26964490000002,"106 S Illinois Ave, Oak Ridge, TN 37830, USA",tennessee,0.682
shelbyville,20960|1677|37661,35.483406,-86.46027169999999,"112 U.S. 231 Business, Shelbyville, TN 37160, USA",tennessee,0.842
signal mountain town,23153|5867|41233,35.1225727,-85.34384879999999,"819 Mississippi Ave, Signal Mountain, TN 37377, USA",tennessee,0.784
spring hill,21358|2972|38116,35.751179,-86.9300023,"5310 US-31, Spring Hill, TN 37174, USA",tennessee,0.866
abernathy,29408|9908|46058,33.8323038,-101.8429491,"904 TX-369 Loop, Abernathy, TX 79311, USA",texas,0.676
abilene,36405|19707|229,32.4487364,-99.73314390000002,"100-148 S Pine St, Abilene, TX 79601, USA",texas,0.73
addison town,24552|5684|39800,32.96179,-96.8291685,"15650 Addison Rd, Addison, TX 75001, USA",texas,1.174
alamo,23503|4153|37338,26.1836854,-98.1230638,"68 N Alamo Rd, Alamo, TX 78516, USA",texas,0.742
alba town,63478,32.7929034,-95.6344036,"122 Broadway St, Alba, TX 75410, USA",texas,
albany,30914|15712|49222,32.723452,-99.2973005,"172 S Main St, Albany, TX 76430, USA",texas,0.762
alice,33738|4884|38016,27.7522487,-98.0697249,"Sylvia S Tax Service, Alice, TX 78332, United States",texas,0.888
allen,19892|417|36582,33.1031744,-96.67055030000002,"112 W Main St, Allen, TX 75013, USA",texas,0.84
alpine,25396|5814|42127,30.3584919,-103.6610115,"114 N 5th St, Alpine, TX 79830, USA",texas,0.924
alton,25023|15495|41124,26.2872995,-98.3133594,"110 N Alton Blvd, Alton, TX 78573, USA",texas,0.772
alvarado,31402|12527|50574,32.4065312,-97.2116782,"111 S Friou St, Alvarado, TX 76009, USA",texas,0.964
alvin,21748|2050|38578,29.4238472,-95.2441009,"102 W Sealy St, Alvin, TX 77511, USA",texas,0.964
amarillo,19610|144|36296,35.2219971,-101.8312969,"800 N Fillmore St, Amarillo, TX 79107, USA",texas,0.78
andrews,24488|5344|64873,32.31871580000001,-102.5457155,"106 E Broadway St, Andrews, TX 79714, USA",texas,0.846
angleton,22332|2705|39446,29.16941,-95.4318847,"604 N Velasco St, Angleton, TX 77515, USA",texas,1.036
anna,22489|3203|39760,33.3490011,-96.5485991,"118 N Sherley Rd, Anna, TX 75409, USA",texas,0.872
anson,30026|15145|47328,32.7565042,-99.896207,"1127 E Court Plaza, Anson, TX 79501, USA",texas,0.484
anthony town,28704|15044|44581,31.9992676,-106.6055478,"201 S Main St, Anthony, TX 79821, USA",texas,0.73
aransas pass,23045|3397|41626,27.9094677,-97.1499898,"638 W Wheeler Ave, Aransas Pass, TX 78336, USA",texas,1.078
archer city,31872|18971|52193,33.5956593,-98.6256128,"225 N Center St, Archer City, TX 76351, USA",texas,
argyle,24038|4819|45173,33.1212321,-97.1833475,"507 Mesquite St, Argyle, TX 76226, USA",texas,1.01
arlington,36203|19515|50,32.735687,-97.1080656,"101 S Center St, Arlington, TX 76010, USA",texas,0.902
arp,50856,32.2254332,-95.0577207,"201 Lowry St, Troup, TX 75789, USA",texas,
athens,21598|2503|38409,32.2048735,-95.8555207,"125 N Prairieville St, Athens, TX 75751, USA",texas,0.858
atlanta,24969|5729|40986,33.1137419,-94.1643537,"118 FM249, Atlanta, TX 75551, USA",texas,
aubrey,32552|12984|57545,33.3042834,-96.986118,"101 E Elm St, Aubrey, TX 76227, USA",texas,1.066
austin,36163|19478|15,30.267153,-97.7430608,"472 Congress Ave, Austin, TX 78701, USA",texas,1.204
azle,38427|21615|3645,32.8951262,-97.5458565,"252 Locust St, Azle, TX 76020, USA",texas,0.936
baird,30056|11765|47382,32.3940168,-99.3942436,"337 Market St, Baird, TX 79504, USA",texas,0.502
balch springs,23544|4924|38230,32.7287413,-96.6227714,"2936 Hickory Tree Rd, Balch Springs, TX 75180, USA",texas,1.036
ballinger,25982|9119|44276,31.7382062,-99.9473077,"708 Strong Ave, Ballinger, TX 76821, USA",texas,
bangs,29539|11703|46340,31.7170958,-99.1325528,"102 US-67, Bangs, TX 76823, USA",texas,0.726
bastrop,21557|1941|38359,30.1104947,-97.3152701,"1011 TX-150 Loop, Bastrop, TX 78602, USA",texas,0.886
bay city,21744|2150|64852,28.9827565,-95.969402,"1700-1798 TX-35, Bay City, TX 77414, USA",texas,
baytown,20101|668|36787,29.7355047,-94.9774274,"810 W Texas Ave, Baytown, TX 77520, USA",texas,0.862
beaumont,19680|200|36375,30.080174,-94.1265562,"88 Jaguar Dr, Beaumont, TX 77702, USA",texas,0.85
bedford,37224|20531|1008,32.844017,-97.1430671,"2371-2399 Forest Ridge Dr, Bedford, TX 76021, USA",texas,0.958
beeville,24229|4887|38011,28.4008319,-97.7483312,"105 W Corpus Christi St, Beeville, TX 78102, USA",texas,
bellaire,22165|2470|39149,29.7057858,-95.4588299,"St. Hope Foundation 6800 West Loop South, Suite 580, Bellaire, TX 77401, United States",texas,1.492
bellville,24883|5941|40741,29.9502253,-96.2571858,"1517 W Main St, Bellville, TX 77418, USA",texas,0.442
belton,20805|1538|37496,31.0560132,-97.464453,"101 W Central Ave, Belton, TX 76513, USA",texas,0.752
bertram,18120|63901,30.7437957,-98.0555763,"110 TX-29, Bertram, TX 78605, USA",texas,
big sandy town,42890|25647|6770,32.58375210000001,-95.1088328,"101 N Tyler St, Big Sandy, TX 75755, USA",texas,0.862
big spring,20997|2553|37702,32.2503979,-101.4787355,"301 W 4th St, Big Spring, TX 79720, USA",texas,0.566
bishop,28589|15550|44328,27.5861441,-97.7991636,"118 E 4th St, Bishop, TX 78343, USA",texas,0.984
blanco,25630|6846|42815,30.0979862,-98.4214095,"301 Main St, Blanco, TX 78606, USA",texas,1.012
boerne,20848|3466|37546,29.79466409999999,-98.7319703,"1060 Boerne Stage Rd, Boerne, TX 78006, USA",texas,0.976
bogata,48472,33.4706655,-95.2138351,"4477, Bogata, TX 75417, United States",texas,
bonham,22611|3027|40007,33.5773275,-96.1783111,"Fannin County Court House, 101 E Sam Rayburn Dr, Bonham, TX 75418, USA",texas,0.88
borger,24563|5124|39832,35.6678203,-101.3973876,"301 N Cedar St, Borger, TX 79007, USA",texas,
bovina,49835,34.5136823,-102.8829977,"201 FM1731, Bovina, TX 79009, USA",texas,
bowie,25067|5616|41244,33.5589953,-97.8486457,"111 E Wise St, Bowie, TX 76230, USA",texas,0.518
boyd town,44216|25970|6916,33.0787326,-97.5653027,"100 Allen St, Boyd, TX 76023, USA",texas,0.942
brady,26329|7867|46948,31.1351682,-99.3350552,"115 E Main St, Brady, TX 76825, USA",texas,0.544
brazoria,22445|3113|39662,29.0444147,-95.5691126,"114 E Texas St, Brazoria, TX 77422, USA",texas,1.03
breckenridge,25201|7668|41587,32.7556768,-98.9022898,"100 S Rose Ave, Breckenridge, TX 76424, USA",texas,
bremond,50964,31.16518169999999,-96.6769217,"219 S Main St, Bremond, TX 76629, USA",texas,
brenham,38109|21355|2032,30.1668828,-96.3977442,"101-199 US-290 BUS, Brenham, TX 77833, USA",texas,0.862
bridge city,25743|7814|43227,30.0207678,-93.8457255,"2009 Texas Ave, Bridge City, TX 77611, USA",texas,0.878
bridgeport,48216|30449|10348,33.2101155,-97.7547552,"1210 Halsell St, Bridgeport, TX 76426, USA",texas,0.904
brookshire,58022|26644|13039,29.7860643,-95.9510661,"940 Waller Ave, Brookshire, TX 77423, USA",texas,0.86
brownfield,40439|27535|8233,33.1812035,-102.2743489,"301 Lubbock Rd, Brownfield, TX 79316, USA",texas,0.702
brownsboro,29216|10681|45628,32.3023706,-95.6135715,"14416 TX-31, Brownsboro, TX 75756, USA",texas,0.776
brownsville,19614|142|36304,25.9017472,-97.4974838,"1157-1199 E Washington St, Brownsville, TX 78520, USA",texas,0.74
brownwood,21565|2046|38368,31.7093197,-98.9911611,"410 7th St, Brownwood, TX 76801, USA",texas,0.744
bryan,19867|405|36557,30.6743643,-96.3699632,"101 N Texas Ave, Bryan, TX 77803, USA",texas,0.896
buda,22211|4077|39227,30.0817231,-97.8428927,"16228 Remuda Trail, Buda, TX 78610, USA",texas,0.88
bullard town,32630|13192|59139,32.1398804,-95.320229,"151 Dr. Roper Pkwy N Ste 1000, Bullard, TX 75757, United States",texas,0.826
bulverde,22877|3393|40837,29.7438332,-98.4530729,"2395 Bulverde Rd, Bulverde, TX 78163, USA",texas,0.894
burkburnett,40641|22826|3163,34.0978711,-98.5706134,"400 E 3rd St, Burkburnett, TX 76354, USA",texas,0.674
burleson,20794|1409|64631,32.5420821,-97.3208492,"115-199 S Main St, Burleson, TX 76028, USA",texas,0.912
burnet,22670|3308|40165,30.75823759999999,-98.2283585,"81 S Water St, Burnet, TX 78611, USA",texas,0.876
cactus,46954,36.05225739999999,-102.0023992,"504 Rector Ave, Cactus, TX 79013, USA",texas,
caddo mills,34058|14905|60312,33.0656732,-96.2277554,"2402 Main St, Caddo Mills, TX 75135, USA",texas,0.922
caldwell,27591|14661|40922,30.5313152,-96.6930303,"129 W Buck St, Caldwell, TX 77836, USA",texas,0.634
calvert,35237|15872|53647,30.9779651,-96.6738627,"701 FM 1644, Calvert, TX 77837, USA",texas,0.798
cameron,27600|8417|40979,30.8532454,-96.9769304,"2433 US-77, Cameron, TX 76520, USA",texas,
canton,40319|22720|3384,32.5565244,-95.8632996,"118 E Dallas St, Canton, TX 75103, USA",texas,0.8
canyon,23788|5874|40684,34.9803342,-101.9188024,"311 23rd St, Canyon, TX 79015, USA",texas,0.812
carrollton,19716|250|36413,32.9756415,-96.8899636,"1754 E Jackson Rd, Carrollton, TX 75006, USA",texas,0.97
carthage,24569|5138|39865,32.1573841,-94.3374199,"114 Shelby St, Carthage, TX 75633, USA",texas,
castroville,25349|6526|41999,29.3557903,-98.8786387,"514 Paris St, Castroville, TX 78009, USA",texas,0.854
cedar hill,20519|1156|37213,32.5884689,-96.9561152,"200 S Main St, Cedar Hill, TX 75104, USA",texas,0.852
cedar park,36851|20272|1055,30.505198,-97.8202888,"406 Old Mill Rd, Cedar Park, TX 78613, USA",texas,0.826
celina,22897|3907|40924,33.3245586,-96.7844417,"289 N Louisiana Dr, Celina, TX 75009, USA",texas,0.902
center,27529|8264|40388,31.7954512,-94.1790862,"211 Shelbyville St, Center, TX 75935, USA",texas,
chandler,25339|6292|41985,32.3079269,-95.479957,"301 TX-31, Chandler, TX 75758, USA",texas,0.846
childress,27925|8542|42578,34.4264529,-100.2040019,"101 Ave F NW, Childress, TX 79201, USA",texas,0.468
chillicothe,55906,34.2564708,-99.5167558,"208 S Ave H, Chillicothe, TX 79225, USA",texas,
cibolo,21156|1838|37890,29.561618,-98.2269553,"102 S Main St, Cibolo, TX 78108, USA",texas,0.734
cisco,33789|15565|43707,32.38818610000001,-98.9792336,"801 Conrad Hilton Blvd, Cisco, TX 76437, USA",texas,0.458
clarksville,28331|9169|43738,33.6106648,-95.052722,"403 Main St, Clarksville, TX 75426, USA",texas,
cleburne,21423|1869|37474,32.3476438,-97.3866837,"1 E Henderson St, Cleburne, TX 76031, USA",texas,0.88
cleveland,24220|4919|37921,30.34132,-95.0854885,"1407, Cleveland, TX 77327, United States",texas,
clifton,25434|6232|42267,31.78237979999999,-97.5766862,"Union Island Airport, Clifton, TX 76634, USA",texas,0.774
clint town,28295|6763|64712,31.592337,-106.2241449,"813 FM1110, Clint, TX 79836, USA",texas,0.588
clute,27574|15513|40809,29.0246906,-95.3988291,"601 E Main St, Clute, TX 77531, USA",texas,1.024
clyde,25558|6368|42617,32.4059605,-99.4936912,"102 Oak St, Clyde, TX 79510, USA",texas,0.496
coleman,25866|7720|43731,31.8273679,-99.4264532,"412 W Walnut St, Coleman, TX 76834, USA",texas,
college station,19772|300|36468,30.627977,-96.3344068,"501 Texas Ave, College Station, TX 77840, USA",texas,0.928
colleyville,38310|21513|1978,32.8809603,-97.155012,"4913 Colleyville Blvd, Colleyville, TX 76034, USA",texas,1.076
collinsville town,34891|10965|47192,33.5614982,-96.9111138,"1599 Collinsville St, Collinsville, TX 76233, USA",texas,0.912
colorado city,25292|5718|41843,32.3881745,-100.8645576,"3813 SCR 260, Colorado City, TX 79512, United States",texas,0.456
columbus,25596|6059|42717,29.7066232,-96.5396933,"408 Walnut St, Columbus, TX 78934, USA",texas,0.834
comanche,27013|7749|42444,31.8973693,-98.6036581,"101 E Central Ave, Comanche, TX 76442, USA",texas,
commerce,27586|8347|40872,33.2470567,-95.8999656,"120 State Loop 216, Commerce, TX 75428, USA",texas,0.664
conroe,19674|260|36369,30.3118769,-95.4560512,"101 E Davis St, Conroe, TX 77301, USA",texas,0.854
converse,20881|2517|37583,29.5180081,-98.3161241,"195 Toepperwein Rd, Converse, TX 78109, USA",texas,0.756
coppell,20712|1340|37400,32.9545687,-97.0150078,"POBox 2266, Coppell, TX 75019, United States",texas,1.028
copperas cove,20903|1415|37577,31.124062,-97.9030785,"111 W Avenue D, Copperas Cove, TX 76522, USA",texas,0.64
corpus christi,19531|58|36220,27.8005828,-97.396381,"I-37, Corpus Christi, TX 78401, USA",texas,0.988
corrigan town,28363|10818|43816,30.9968565,-94.8271527,"Brookshire Brothers, 100 South Home, Corrigan, TX 75939, United States",texas,
corsicana,22071|2458|39011,32.0954304,-96.4688727,"300 W 3rd Ave, Corsicana, TX 75110, USA",texas,0.798
crandall,23956|6801|42392,32.6279113,-96.4558196,"103 S Main St, Crandall, TX 75114, USA",texas,0.902
crane,34397|15584|45496,31.3973624,-102.3501419,"611 Andrews Hwy, Crane, TX 79731, USA",texas,0.488
crockett,24903|5549|40877,31.3182359,-95.4566136,"509 E Houston Ave, Crockett, TX 75835, USA",texas,
crosbyton,31215|11175|50023,33.6600847,-101.2379276,"2008 US-82, Crosbyton, TX 79322, USA",texas,
crowley,40195|22681|3352,32.5790251,-97.3625172,"100 S Beverly St, Crowley, TX 76036, USA",texas,0.882
crystal city,41633|34073|8353,28.6774795,-99.8281104,"805 E Zavala St, Crystal City, TX 78839, USA",texas,
cuero,26843|7549|40315,29.0938652,-97.2891568,"104 E Broadway St, Cuero, TX 77954, USA",texas,0.646
cumby,48494,33.1373366,-95.8394083,"100 Main St, Cumby, TX 75433, USA",texas,
daingerfield,28290|18935|43614,33.031793,-94.7218731,"205 Linda Dr, Daingerfield, TX 75638, USA",texas,
dalhart,34101|8379|40751,36.0594772,-102.5132497,"601 Tennessee Ave, Dalhart, TX 79022, USA",texas,
dallas,19476|10|36162,32.7766642,-96.7969879,"1502 Marilla St, Dallas, TX 75201, USA",texas,1.158
danbury,30810|15387|49004,29.2282966,-95.3449365,"1903 Main St, Danbury, TX 77534, USA",texas,1.004
dawson town,52293,31.8940478,-96.7147127,"100 N 1st St, Dawson, TX 76639, USA",texas,
dayton,24213|4894|37812,30.0466051,-94.8852026,"403 US-90, Dayton, TX 77535, USA",texas,
de kalb,33796|9073|43982,33.5087256,-94.616319,"104 N Runnels St, De Kalb, TX 75559, USA",texas,0.668
de leon,29268|11174|45760,32.1109743,-98.5358825,"308 N Texas St, De Leon, TX 76444, USA",texas,
decatur,39169|22175|2900,33.2342834,-97.5861393,"104 N Trinity St, Decatur, TX 76234, USA",texas,0.896
deer park,21116|1550|37836,29.7052284,-95.1238204,"715 Center St, Deer Park, TX 77536, USA",texas,0.896
del rio,37226|20533|1051,29.3708857,-100.8958674,"602 Avenue J, Del Rio, TX 78840, USA",texas,0.82
denison,34632|14632|64833,33.7556593,-96.536658,"131 W Main St, Denison, TX 75021, USA",texas,0.844
denton,19729|268|36425,33.2148412,-97.1330683,"110 W Hickory St, Denton, TX 76201, USA",texas,0.948
denver city town,43377|28201|8816,32.9645475,-102.8290963,"103 E Broadway St, Denver City, TX 79323, USA",texas,
desoto,20417|1048|37113,32.5896998,-96.8570738,"108 W Belt Line Rd, DeSoto, TX 75115, USA",texas,0.774
devine,25101|15504|41332,29.1399633,-98.905306,"100 E Hondo Ave, Devine, TX 78016, USA",texas,0.934
diboll,34819|15431|45748,31.1871319,-94.7810412,"212 N Temple Dr, Diboll, TX 75941, USA",texas,0.796
dickinson,22287|2963|39364,29.4607876,-95.0513172,"4301 TX-3, Dickinson, TX 77539, USA",texas,0.916
dilley,34712|9881|43320,28.6674802,-99.1705887,"106 W Leona St, Dilley, TX 78017, USA",texas,0.596
dimmitt,28494|9686|44121,34.5509028,-102.3118607,"111 E Bedford St, Dimmitt, TX 79027, USA",texas,
donna,24185|4850|37141,26.1703525,-98.05195,"1103 US-83 BUS, Donna, TX 78537, USA",texas,0.732
dublin,25275|15086|41780,32.085143,-98.3419882,"120 E Blackjack St, Dublin, TX 76446, USA",texas,0.482
dumas,24499|8177|64949,35.8653789,-101.9732236,"115 W 1st St, Dumas, TX 79029, USA",texas,0.76
duncanville,20827|1287|37519,32.6518004,-96.9083366,"102 N Main St, Duncanville, TX 75116, USA",texas,0.894
eagle lake,34234|15605|45160,29.5896836,-96.3335769,"102 W Post Office St, Eagle Lake, TX 77434, USA",texas,0.852
eagle pass,23500|4847|37142,28.7091433,-100.4995214,"336 N Ceylon St, Eagle Pass, TX 78852, USA",texas,0.88
early,26030|6686|44510,31.742096,-98.9456052,"5128 reagor lane, Early, TX 76802, USA",texas,0.728
eastland,25930|6457|44030,32.4015198,-98.8175623,"109 E Main St, Eastland, TX 76448, USA",texas,0.452
edcouch,34644|15489|39618,26.2939604,-97.9605574,"213 Santa Rosa Ave, Edcouch, TX 78538, USA",texas,0.748
edgewood town,45376|29086|15119,32.6981846,-95.8852438,"402, Edgewood, TX 75117, United States",texas,0.79
edinburg,19687|223|36368,26.3017374,-98.1633432,"100-146 N 10th Ave, Edinburg, TX 78539 N 10th Ave, Edinburg, TX 78539, USA",texas,0.768
edna,27828|9192|42211,28.9785947,-96.6460877,"105 E Main St, Edna, TX 77957, USA",texas,
el campo,39712|24533|5234,29.19664049999999,-96.2696867,"116 N Mechanic St, El Campo, TX 77437, USA",texas,0.888
el paso,19487|21|36173,31.7618778,-106.4850217,"300 N Campbell St, El Paso, TX 79901, USA",texas,0.71
electra,44611|34766|15578,34.0292588,-98.9189575,"90 W Front Ave, Electra, TX 76360, USA",texas,0.572
elgin,26293|6917|46554,30.3496528,-97.3702735,"112 E 2nd St, Elgin, TX 78621, USA",texas,0.89
elsa,34207|15516|41577,26.2934048,-97.9930588,"112 E Edinburg Ave, Edinburg, TX 78542, USA",texas,0.732
encinal,61409,28.041117,-99.3544787,"301 N Main St, Encinal, TX 78019, USA",texas,
ennis,24450|5538|39413,32.3293111,-96.6252679,"101 N Kaufman St, Ennis, TX 75119, USA",texas,0.88
euless,37075|20382|886,32.8370727,-97.0819541,"100 TX-10, Euless, TX 76040, USA",texas,1.006
fairfield,25291|6221|41839,31.7246128,-96.1652481,"357 W Commerce St, Fairfield, TX 75840, USA",texas,
falfurrias,8941|43363,27.2269872,-98.1441714,"221 S Calixto Mora Ave, Falfurrias, TX 78355, USA",texas,
farmersville,32296|14426|54672,33.1634493,-96.3599821,"110 McKinney St, Farmersville, TX 75442, USA",texas,0.99
farwell,31031|10883|49505,34.383409,-103.0380016,"500 5th St, Farwell, TX 79325, USA",texas,
ferris,28143|8590|43226,32.5340262,-96.6655488,"137-199 W 6th St, Ferris, TX 75125, USA",texas,0.872
flatonia town,34873|10947|46874,29.6877325,-97.1085972,"102 W North Main St, Flatonia, TX 78941, USA",texas,0.844
florence,45808|34405|10783,30.8412954,-97.7936268,"100 E Main St, Florence, TX 76527, USA",texas,0.924
floresville,38705|21842|2200,29.1335781,-98.1561192,"1486 4th St, Floresville, TX 78114, USA",texas,0.878
flower mound town,20120|618|36806,33.0145673,-97.0969552,"2200 Whispering Oaks, Flower Mound, TX 75022, USA",texas,0.936
floydada,29464|9931|46167,33.9845232,-101.3376574,"228 W California St, Floydada, TX 79235, USA",texas,
forney,22005|3497|38921,32.7481845,-96.4719312,"101 E Broad St, Forney, TX 75126, USA",texas,0.888
fort stockton,24652|5347|40127,30.8940431,-102.8793222,"114 W Dickinson Blvd, Fort Stockton, TX 79735, USA",texas,0.53
fort worth,36168|19483|16,32.7554883,-97.3307658,"401 Commerce St, Fort Worth, TX 76102, USA",texas,0.938
frankston town,32659|18981|59928,32.0526614,-95.5063456,"303 N Commerce St, Frankston, TX 75763, USA",texas,
fredericksburg,21751|2272|38581,30.2752011,-98.8719843,"102 E Main St, Fredericksburg, TX 78624, USA",texas,1.024
freeport,27544|15081|40551,28.9541368,-95.3596617,"1100 W 2nd St, Freeport, TX 77541, USA",texas,0.996
freer,13553|50954,27.8827965,-98.6177929,"30 TX-16, Freer, TX 78357, USA",texas,
friendswood,20862|1519|37561,29.5293998,-95.2010447,"407 S Friendswood Dr, Friendswood, TX 77546, USA",texas,0.91
friona,28460|9328|44056,34.641734,-102.7241047,"510 W 11th St, Friona, TX 79035, USA",texas,
frisco,19684|248|36377,33.1506744,-96.8236116,"7026 Main St, Frisco, TX 75033, USA",texas,0.852
fulshear,23184|3802|42805,29.69311189999999,-95.8998969,"8334 Farm to Market 359, Fulshear, TX 77441, USA",texas,0.898
gainesville,24710|5233|64886,33.62594139999999,-97.1333453,"302N N Grand Ave, Gainesville, TX 76240, USA",texas,0.876
galena park,27589|15510|40904,29.7335616,-95.2302123,"1010 2nd St, Galena Park, TX 77547, USA",texas,0.996
galveston,20528|988|37219,29.3013479,-94.7976958,"711 27th St, Galveston, TX 77550, USA",texas,1.248
ganado,9078|44044,29.0405363,-96.5135831,"201 S 3rd St, Ganado, TX 77962, USA",texas,
garland,19571|96|36261,32.912624,-96.6388833,"620-698 Main St, Garland, TX 75040, USA",texas,0.95
gatesville,24297|14638|38599,31.4351645,-97.743911,"1201 E Main St, Gatesville, TX 76528, USA",texas,0.664
george west,45116,28.3325002,-98.1175054,"607 Nueces St, George West, TX 78022, USA",texas,
georgetown,36630|19941|697,30.6332618,-97.6779842,"1202 S Austin Ave, Georgetown, TX 78626, USA",texas,0.894
giddings,27710|15515|41643,30.1827159,-96.936371,"173 E Austin St, Giddings, TX 78942, USA",texas,0.856
gilmer,47702|26392|7148,32.7287472,-94.94243790000002,"271 E Marshall St, Gilmer, TX 75644, USA",texas,0.804
gladewater,26029|6735|44506,32.53653329999999,-94.9427168,"410 N Main St, Gladewater, TX 75647, USA",texas,0.746
godley,24157|6855|45110,32.449029,-97.5266886,"100 W Allen Ave, Godley, TX 76044, USA",texas,0.918
gonzales,26863|15501|40623,29.5016257,-97.4524926,"411 St Lawrence St, Gonzales, TX 78629, USA",texas,0.56
gorman,56788,32.2137484,-98.6706106,"303 S Kent St, Gorman, TX 76454, USA",texas,
graham,40128|23728|4366,33.1070597,-98.589502,"455 Elm St, Graham, TX 76450, USA",texas,
granbury,20596|1083|37283,32.4420826,-97.7941967,"165-199 S Morgan St, Granbury, TX 76048, USA",texas,0.864
grand prairie,19621|157|36312,32.7459645,-96.9977846,"500 E Main St, Grand Prairie, TX 75050, USA",texas,0.89
grand saline,42265|33764|9514,32.6734636,-95.7094069,"BOX 240, Grand Saline, TX 75140, United States",texas,0.804
granger,47890|30293|14760,30.7176929,-97.44278,"105 E Davilla St, Granger, TX 76530, USA",texas,0.992
grapeland,27131|9755|44287,31.491845,-95.4785606,"102 N Market St, Grapeland, TX 75844, USA",texas,
grapevine,37187|20496|1130,32.9342919,-97.0780654,"100-248 E Hudgins St, Grapevine, TX 76051, USA",texas,1.092
greenville,20970|1494|37676,33.1384488,-96.1108066,"2874-2998 Pickett St, Greenville, TX 75401, USA",texas,0.758
gregory,34501|17711|49904,27.9222444,-97.2899915,"103 Granjeno, Gregory, TX 78359, United States",texas,1.076
groesbeck,25470|6589|42379,31.5243379,-96.5338693,"116 N Ellis St, Groesbeck, TX 76642, USA",texas,0.78
groves,24443|5151|39375,29.94826949999999,-93.9171155,"4799 Pure Atlantic Highway, Groves, TX 77619, United States",texas,0.894
gunter,35012|15144|49465,33.4478881,-96.747494,"500 W Main St, Gunter, TX 75058, USA",texas,0.84
hallettsville,27698|15290|41617,29.4438528,-96.9410929,"304 E 4th St, Hallettsville, TX 77964, USA",texas,
hallsville,24959|6501|40965,32.504316,-94.5740934,"103 S Central St, Hallsville, TX 75650, USA",texas,0.718
haltom city,37341|20652|1113,32.7995738,-97.2691817,"2936 Markum Dr, Haltom City, TX 76117, USA",texas,1.01
hamilton,6449|44898,31.7037655,-98.1239231,"95 E Main St, Hamilton, TX 76531, USA",texas,
hamlin,31300|15720|50291,32.8848296,-100.1264907,"12 S Central Ave, Hamlin, TX 79520, USA",texas,0.54
happy town,12726|51431,34.7436704,-101.8546322,"201 E Main St, Happy, TX 79042, USA",texas,
harker heights,21345|1804|38098,31.0835102,-97.6597376,"602 Jorgette Dr, Harker Heights, TX 76548, USA",texas,0.646
harlingen,20250|853|36942,26.1906306,-97.6961026,"302 S Commerce St, Harlingen, TX 78550, USA",texas,0.728
haskell,26192|9912|45757,33.1576031,-99.7337014,"416 N 1st St, Haskell, TX 79521, USA",texas,0.518
hawkins,44559|26034|7159,32.58847350000001,-95.2041135,"189 Blackbourn St, Hawkins, TX 75765, USA",texas,0.818
hawley,50529,32.6120643,-99.8142586,"540 5th St, Hawley, TX 79525, USA",texas,
hearne,28465|15595|44073,30.8785238,-96.5930258,"16051 Ottea Rd, FM 50, Hearne, TX 77859, United States",texas,0.824
helotes,21828|3872|38686,29.5780056,-98.6897451,"14464 Old Bandera Rd, Helotes, TX 78023, USA",texas,0.842
hemphill,34227|15275|44542,31.3407403,-93.846852,"185 Felts St, Hemphill, TX 75948, USA",texas,
hempstead,51527|35778|12072,30.0974405,-96.0782918,"958 North Business 290, Hempstead, TX 77445, USA",texas,0.856
henderson,25038|5573|41187,32.1532156,-94.7993802,"102 E Main St, Henderson, TX 75652, USA",texas,0.568
hereford,34204|5026|39080,34.8150622,-102.3977036,"128 E 1st St, Hereford, TX 79045, USA",texas,
hewitt,24909|8335|40818,31.46239019999999,-97.1958377,"137 First St, Hewitt, TX 76643, USA",texas,0.854
hidalgo,34167|15522|41075,26.1003547,-98.2630684,"4 W Esperanza Ave, Hidalgo, TX 78557, USA",texas,0.782
